,stockprice,trading_volume,num_of_shares,market_capital,enterprise_value,eps_forecast,eps_actual,per_forecast,bps,pbr,per_pbr,ebitda_forecast,ebitda_actual,ev_ebitda_forecast,psr_forecast,pcfr_forecast,listed_years,roe,real_roe,net_profit_margin,total_asset_turnover,financial_leverage,roa,roic,dividend_yield_forecast,dividend_yield_actual,dividend_payout_ratio,doe,gross_margin,operating_margin,net_sales_operating_cash_flow_ratio,sga_ratio,depreciation_gross_profit_ratio,r_and_d_ratio,interest_op_income_ratio,interest_coverage_ratio,real_corp_tax_rate,net_sales_progress,operating_income_progress,net_income_progress,net_sales_growth_rate_forecast,operating_income_growth_rate_forecast,net_income_growth_rate_forecast,net_sales_per_employee,operating_income_per_employee,trade_receivables,accounts_receivable_turnover,inventory_turnover,trade_payables,trade_payable_turnover,working_capital,ccc,tangible_fixed_assets_turnover,debt,debt_assets_ratio,debt_monthly_sales_ratio,debt_market_capital_ratio,operating_cash_flow_debt_ratio,net_debt,adjusted_debt_ratio,de_ratio,current_ratio,net_debt_net_income_ratio,equity,equity_ratio,free_cash_flow,cash_market_capital_ratio,cash_assets_ratio,cash_monthly_sales_ratio,accrual,day
0,217.0,52300.0,19120649.0,4149180833.0,2323894833.0,7.844922000294027,5.664399780572301,27.661205553333335,207.38966548677297,1.0463395053493636,28.943012136041872,605480000.0,561183000.0,3.838103377485631,0.21837793857894736,11.672051403735793,,2.7312835320299844,2.572221189125361,0.568448745900991,1.7203326052522065,2.7929493055599335,0.9779209119882014,2.970283914140317,1.8433179723502304,1.8433179723502304,70.36756257674942,1.928736415390532,21.093816795299407,1.8669054102063598,3.2230010463924446,19.226911385093047,2.512999431204905,0.0,8.469706468598803,11.806784611810004,60.05996150073385,25.323942105263157,90.5235,152.95333333333335,-0.2785953620834336,12.453366994374516,38.495203449453875,52343629.12087912,977206.043956044,0.0,0.0,2.4356625845355535,2432783000.0,59.063609834177186,-2332460000.0,-56.62794724964163,11.309876110102984,2526749000.0,22.81441353232271,1.5913955333523224,60.8975386154253,411.46835678029447,-1825286000.0,168.85326960906903,0.6371950043185787,140.68516616234677,-16.85289039489599,3965425000.0,35.8044450720712,759825000.0,104.88901725821695,39.295207476936596,2.7409960625265803,-436658000.0,2020-08-07T00:00:00.000Z
