,stockprice,trading_volume,num_of_shares,market_capital,enterprise_value,eps_forecast,eps_actual,per_forecast,bps,pbr,per_pbr,ebitda_forecast,ebitda_actual,ev_ebitda_forecast,psr_forecast,pcfr_forecast,listed_years,roe,real_roe,net_profit_margin,total_asset_turnover,financial_leverage,roa,roic,dividend_yield_forecast,dividend_yield_actual,dividend_payout_ratio,doe,gross_margin,operating_margin,net_sales_operating_cash_flow_ratio,sga_ratio,depreciation_gross_profit_ratio,r_and_d_ratio,interest_op_income_ratio,interest_coverage_ratio,real_corp_tax_rate,net_sales_progress,operating_income_progress,net_income_progress,net_sales_growth_rate_forecast,operating_income_growth_rate_forecast,net_income_growth_rate_forecast,net_sales_per_employee,operating_income_per_employee,trade_receivables,accounts_receivable_turnover,inventory_turnover,trade_payables,trade_payable_turnover,working_capital,ccc,tangible_fixed_assets_turnover,debt,debt_assets_ratio,debt_monthly_sales_ratio,debt_market_capital_ratio,operating_cash_flow_debt_ratio,net_debt,adjusted_debt_ratio,de_ratio,current_ratio,net_debt_net_income_ratio,equity,equity_ratio,free_cash_flow,cash_market_capital_ratio,cash_assets_ratio,cash_monthly_sales_ratio,accrual,day
0,3315.0,75800.0,44597713.0,147841418595.0,135122418595.0,98.65976759839681,136.64377812377958,33.60032240795454,2278.143724544799,1.4551320727854329,48.89290679174572,8349000000.0,9831000000.0,16.184263815427,2.396133202512156,21.905677670025188,,5.998031496062993,0.0,9.882108745358133,0.49891991165120025,1.2165452755905513,4.9303808221616325,5.221620197915491,0.9954751131221719,0.9954751131221719,24.150386101083033,1.4485477647637797,55.70726644720839,12.132907389689786,5.570240160863996,43.574359057518606,6.6922830611591415,0.0,2.8067361668003206,35.628571428571426,23.97566426620313,99.94651539708266,124.7,138.5,0.05351322425284355,-19.807538091419406,-27.797833935018048,0.0,0.0,15894000000.0,94.07478878492549,465.69103756315445,5006000000.0,66.89573112689463,45737000000.0,492.8700952211853,1.8775156035926321,4708000000.0,3.809030671272886,0.9161463992086528,3.184493252798932,137.05967976710335,-12719000000.0,21.423870010708004,0.046338582677165355,474.8440884920895,-2.087134886773876,101600000000.0,82.1999822007913,6756000000.0,11.787630398582621,14.099400490287294,3.3911816692882737,2675000000.0,2020-08-07T00:00:00.000Z
