,num_of_shares,market_capital,enterprise_value,per_forecast,pbr,per_pbr,ev_ebitda_forecast,psr_forecast,pcfr_forecast,dividend_yield_forecast,dividend_yield_actual,debt_market_capital_ratio,cash_market_capital_ratio,ticker
0,10111100.0,2239934814.516129,1551459814.516129,64.15176799306735,1.298468524564162,81.79627147353169,19.838648636826782,0.8057327109326037,52.35916929611485,0.0,,6.525778030388517,37.377440355862056,1400.0
0,10111100.0,2832412658.064516,2220483658.064516,118.0171940860215,1.6587291125830215,197.62811153904622,34.4517417312809,1.073696989410355,93.01236891056469,0.0,,5.223922297993311,27.025292767884586,1400.0
0,10361100.0,5558291120.338983,4937207120.338983,126.57457725614547,3.216689287063767,422.5662981749121,47.985137564711586,2.0671200697726904,95.39114403763246,0.0,,2.010985889154441,13.456285035833051,1400.0
0,11372200.0,7672715033.333333,6800596033.333333,46.981959360654685,3.6795021785463256,177.0863481743479,33.60912111670755,2.739547880284295,44.366958559453806,0.0,,1.4839816244722828,13.343636616849448,1400.0
0,12202200.0,8132963109.67742,7406993109.67742,32.94312197002151,3.3019403746671525,109.3834787983883,25.004366304419474,2.5702069786971093,31.734781687876946,0.0,,1.3512912000421087,10.340788505883651,1400.0
0,12383300.0,6407159366.129032,5620818366.129032,25.324740577585104,2.547729215817968,65.97394629871543,18.649465535460454,1.991037714769743,24.418179471742892,0.0,,1.7421373154954172,14.295529224042175,1400.0
0,12418300.0,4505273596.551724,3868414596.551724,22.970021668963494,1.8480876414344083,42.137834216798936,15.867039834655124,1.4029537180211193,21.675497216511125,0.0,,0.058186743740344674,14.31078344825272,1400.0
0,12422800.0,4421879733.333333,3813121733.3333335,27.295553909465017,1.8017586707749944,49.88221587621126,18.581559053327485,1.3796816640665628,25.529009487519964,0.0,,0.15664569530311886,14.102144405647667,1400.0
0,12450880.64516129,4272857364.516129,3255410816.129032,26.37566274392672,1.750521855739032,47.01261559145635,15.863802037566552,1.333184825122037,24.668652875215805,0.0,,0.1922197293841828,24.476713528690034,1400.0
0,12455800.0,3498472600.0,1997262600.0,21.741658425925927,1.428173010115063,31.07742310389501,9.889943122042993,0.9737553175368084,20.32560747735342,0.0,,0.23037469331215057,43.18129289340327,1400.0
0,12475800.0,2670466500.0,1130998068.9655173,18.791023245967736,1.0994915713013365,21.69517111564099,6.47955573661387,0.7768369511288311,18.242811327553554,0.0,,0.8527905811534373,63.83312172370764,1400.0
0,12475800.0,1902247605.0,953103605.0,15.340706491935482,0.7769080084215341,12.052938279209814,5.666355169912725,0.6554953842177808,14.837661890424636,0.0,,1.1040979709449847,51.56384202596264,1400.0
