,num_of_shares,market_capital,enterprise_value,per_forecast,pbr,per_pbr,ev_ebitda_forecast,psr_forecast,pcfr_forecast,dividend_yield_forecast,dividend_yield_actual,debt_market_capital_ratio,cash_market_capital_ratio,ticker
0,8320180.645161291,16655738051.612904,16864870406.451612,46.26593903225806,7.59500258076139,351.529251796411,28.011059024565903,2.9220593073005094,41.84028308856508,0.7496535641001276,0.6663520600573215,4.78321670921454,3.527972264780084,1433.0
0,8344683.870967742,17648571541.935482,17710148638.70968,49.02380983870969,7.959498694574303,390.50608452009874,29.414991452466666,3.09624062139219,44.33434454451373,0.7097784109582019,0.6309078339325267,3.292883545752658,2.9433799107032277,1433.0
0,8353200.0,16090386894.915255,15874132962.711864,63.88919448979592,7.0222577912630175,460.0345991409212,38.287830871092254,3.567426515574651,119.41784423228665,0.7866313948082366,0.7631634441984578,2.909414840296472,4.332313809540681,1433.0
0,8345133.333333333,13062068990.47619,13103640561.904762,,5.686334530570957,,,,395.85625937134256,0.9592867516967781,0.9592867516967781,4.890751970178826,4.580036976652462,1433.0
0,8262674.193548387,11132701633.870968,11142557698.387096,38.274544102752095,5.10284107122035,195.94560303662908,94.71163110924853,9.264454236244847,34.34904158812181,1.1200423886118578,1.1200423886118578,5.42342201966484,5.433977437442996,1433.0
0,8226814.0322580645,12226371132.903225,11274046052.258064,22.64142802389486,5.254619704902756,119.32273295368744,29.476195065807246,2.7346407653295453,21.337583151226312,1.0133894177525575,1.0133894177525575,1.4933664337776875,9.242371162765139,1433.0
0,8226770.0,11467408175.689655,9651172761.896551,22.97919016788291,4.495963695702301,103.4884430175582,34.34870474117663,3.316847783965902,21.41646461390539,1.0902844514361096,1.0780352597400582,0.08975491470911073,16.04426818303841,1433.0
0,8226770.0,10907853248.717949,9504169684.615385,29.721670977433096,4.172727031311341,124.17867620109367,17.788043976364232,2.2136976002768876,27.033629535946066,1.208227836171494,1.1327135964107755,0.08264449252346659,12.813792487416109,1433.0
0,8226770.0,10533450156.129032,9436661672.258064,28.70149906302189,4.013796396911324,115.31826420706109,16.80640449420128,1.8479737116015846,26.10572243347831,1.2508153727563287,1.1726394119590584,0.06188451421866124,10.533610925675227,1433.0
0,8226770.0,10229855805.161291,10512242321.290323,54.58418674795522,3.94658910494208,216.23185511966258,31.27346611850819,2.0597313853337553,41.62394426007229,1.2871516109490764,1.2067046352647586,11.838898116875825,9.157402394160718,1433.0
0,8226770.0,8722361972.068966,9603767075.51724,102.23806769445838,3.417918823861867,372.415685873275,53.082999142105876,2.2837261542112617,68.07321152005353,1.5670692676298705,1.5423989702719962,21.022504544091863,10.671826285357074,1433.0
0,8226770.0,8038171297.75,9082342797.75,20.610695635256413,3.937244083601643,81.70053493184722,14.879158983678105,1.2559642652734375,18.675744813049043,1.6401015921160707,1.6401015921160707,27.609451126798298,14.679038393276642,1433.0
