,num_of_shares,market_capital,enterprise_value,per_forecast,pbr,per_pbr,ev_ebitda_forecast,psr_forecast,pcfr_forecast,dividend_yield_forecast,dividend_yield_actual,debt_market_capital_ratio,cash_market_capital_ratio,ticker
0,761854.0,762148911.2258065,522848911.2258065,16.156077644208036,1.6572994151132843,26.679076214765654,6.098265036795556,0.18314014968054496,0.9798420442062133,0.0,,8.10271003596809,39.504188814344126,1382.0
0,761788.0,752843134.451613,529119134.4516129,16.017939030885383,1.9233050298688226,30.811836422244234,6.20478369590052,0.1820660542809221,10.867300861071842,0.0,,7.771163622450804,37.49278237021447,1382.0
0,761788.0,779386593.9661016,893870593.9661016,16.97814744680851,1.7522574562514932,31.032808042457592,10.700043740325532,0.19636803881635553,-16.014996182318278,0.0,,71.69542966033485,56.91277632372289,1382.0
0,761788.0,754913770.1904762,462385770.1904762,,1.7629234014307613,,,0.19491705917647204,-31.82067822418126,0.0,,6.887798942150875,45.641338889633396,1382.0
0,761788.0,725664504.516129,576299504.516129,17.551180197991393,1.834969819038216,31.949422798215345,9.70659587923889,0.19279848157951143,-0.0743942134024836,0.0,,6.719104313050103,27.309974557587,1382.0
0,761787.0,697502006.7096775,376772006.7096774,17.012244066089693,1.9380493046929206,33.018497731378595,6.413468035979324,0.18969322999991226,14.608289666569156,0.0,,6.532179622625802,52.589732611650895,1382.0
0,761787.0,646218658.3965517,739282658.3965517,38.816325875525656,1.5288060147306015,59.51315569179986,27.621630424059514,0.18186490668736902,26.206377723374317,0.0,,76.25153589701331,61.835132105499376,1382.0
0,761787.0,634900632.0,385034632.0,52.90838600000001,1.4659345051869879,77.60013849801237,19.498386185243334,0.18260012424503885,33.86678572571613,0.0,,6.143332099565341,45.51871221422762,1382.0
0,761787.0,765497639.9032258,605418107.6451613,27.8885461004074,1.7421086211995038,43.57999179924257,15.230396689045191,0.2080768722500501,21.946048105371233,0.0,,18.062763864863925,39.61728377998898,1382.0
0,761787.0,985580361.5806452,661073361.5806452,12.475700779501839,2.3587167558876847,30.595805599636897,6.400292014373839,0.2594998319064364,11.833401709497707,0.0,,3.4059928149511873,37.43519572139715,1382.0
0,761787.0,879509360.0172414,776326325.5344827,16.109144447356115,1.900219714431049,31.592065057964888,10.704594477751257,0.24436724276126892,14.842539622944836,0.0,,35.37200062590087,48.97296983229326,1382.0
0,761787.0,669610773.0,396451773.0,15.943113642857146,1.4631056255244022,23.619636702865012,7.170665840688757,0.19550679503649637,14.466185037158658,0.0,,8.47863500756257,49.85378614431375,1382.0
